field_100013_f,isPotionDurationMax
field_183008_d,handled
field_183018_l,incompatibleResourcePacks
field_183025_b,bypassesPlayerLimit
field_183030_aa,cpu
field_183509_X,realmsNotifications
field_70009_b,buffer
field_70010_a,instance
field_70116_cv,serverPosZ
field_70117_cu,serverPosY
field_70118_ct,serverPosX
field_70121_D,boundingBox
field_70122_E,onGround
field_70123_F,isCollidedHorizontally
field_70124_G,isCollidedVertically
field_70125_A,rotationPitch
field_70126_B,prevRotationYaw
field_70127_C,prevRotationPitch
field_70128_L,isDead
field_70130_N,width
field_70131_O,height
field_70132_H,isCollided
field_70133_I,velocityChanged
field_70134_J,isInWeb
field_70136_U,lastTickPosZ
field_70137_T,lastTickPosY
field_70138_W,stepHeight
field_70140_Q,distanceWalkedModified
field_70141_P,prevDistanceWalkedModified
field_70142_S,lastTickPosX
field_70143_R,fallDistance
field_70144_Y,entityCollisionReduction
field_70145_X,noClip
field_70146_Z,rand
field_70147_f,entityRiderYawDelta
field_70148_d,firstUpdate
field_70149_e,entityRiderPitchDelta
field_70150_b,nextStepDistance
field_70151_c,fire
field_70152_a,nextEntityID
field_70153_n,riddenByEntity
field_70154_o,ridingEntity
field_70155_l,renderDistanceWeight
field_70156_m,preventEntitySpawning
field_70158_ak,ignoreFrustumCheck
field_70159_w,motionX
field_70160_al,isAirBorne
field_70161_v,posZ
field_70162_ai,chunkCoordY
field_70163_u,posY
field_70164_aj,chunkCoordZ
field_70165_t,posX
field_70166_s,prevPosZ
field_70167_r,prevPosY
field_70169_q,prevPosX
field_70170_p,worldObj
field_70171_ac,inWater
field_70172_ad,hurtResistantTime
field_70173_aa,ticksExisted
field_70174_ab,fireResistance
field_70175_ag,addedToChunk
field_70176_ah,chunkCoordX
field_70177_z,rotationYaw
field_70178_ae,isImmuneToFire
field_70179_y,motionZ
field_70180_af,dataWatcher
field_70181_x,motionY
field_70191_b,throwableShake
field_70192_c,thrower
field_70194_h,ticksInGround
field_70195_i,ticksInAir
field_70197_d,potionDamage
field_70221_f,shatterOrDrop
field_70222_d,targetZ
field_70223_e,despawnTimer
field_70224_b,targetX
field_70225_c,targetY
field_70230_d,accelerationZ
field_70232_b,accelerationX
field_70233_c,accelerationY
field_70234_an,ticksInAir
field_70235_a,shootingEntity
field_70236_j,ticksAlive
field_70238_i,inGround
field_70249_b,arrowShake
field_70250_c,shootingEntity
field_70251_a,canBePickedUp
field_70252_j,ticksInGround
field_70253_h,inData
field_70254_i,inGround
field_70255_ao,damage
field_70256_ap,knockbackStrength
field_70257_an,ticksInAir
field_70259_a,entityDragonObj
field_70260_b,health
field_70261_a,innerRotation
field_70262_b,lightningState
field_70263_c,boltLivingTime
field_70264_a,boltVertex
field_70272_f,boatZ
field_70273_g,boatYaw
field_70274_d,boatX
field_70275_e,boatY
field_70276_b,speedMultiplier
field_70277_c,boatPosRotationIncrements
field_70278_an,velocityZ
field_70279_a,isBoatEmpty
field_70280_j,velocityY
field_70281_h,boatPitch
field_70282_i,velocityX
field_70290_d,hoverStart
field_70291_e,health
field_70292_b,age
field_70457_g,itemStack
field_70458_d,player
field_70459_e,inventoryChanged
field_70460_b,armorInventory
field_70461_c,currentItem
field_70462_a,mainInventory
field_70464_b,inventoryWidth
field_70465_c,eventHandler
field_70466_a,stackList
field_70467_a,stackResult
field_70472_d,currentRecipe
field_70473_e,currentRecipeIndex
field_70474_b,theInventory
field_70475_c,thePlayer
field_70476_a,theMerchant
field_70477_b,upperChest
field_70478_c,lowerChest
field_70479_a,name
field_70480_d,changeListeners
field_70481_b,slotsCount
field_70482_c,inventoryContents
field_70483_a,inventoryTitle
field_70488_a,associatedChest
field_70499_f,isInReverse
field_70500_g,matrix
field_70506_as,velocityZ
field_70507_ar,velocityY
field_70508_aq,velocityX
field_70509_j,minecartY
field_70510_h,turnProgress
field_70511_i,minecartX
field_70512_ao,minecartYaw
field_70513_ap,minecartPitch
field_70514_an,minecartZ
field_70516_a,fuse
field_70520_f,tickCounter1
field_70522_e,art
field_70529_d,xpOrbHealth
field_70530_e,xpValue
field_70531_b,xpOrbAge
field_70532_c,delayBeforeCanPickup
field_70533_a,xpColor
field_70544_f,particleScale
field_70545_g,particleGravity
field_70546_d,particleAge
field_70547_e,particleMaxAge
field_70548_b,particleTextureJitterX
field_70549_c,particleTextureJitterY
field_70550_a,particleIcon
field_70551_j,particleBlue
field_70552_h,particleRed
field_70553_i,particleGreen
field_70554_ao,interpPosY
field_70555_ap,interpPosZ
field_70556_an,interpPosX
field_70562_a,flameScale
field_70563_a,materialType
field_70564_aq,bobTimer
field_70566_as,coordZ
field_70567_ar,coordY
field_70568_aq,coordX
field_70570_a,reddustParticleScale
field_70571_a,portalParticleScale
field_70572_as,portalPosZ
field_70573_ar,portalPosY
field_70574_aq,portalPosX
field_70575_a,particleScaleOverTime
field_70576_a,footstepAge
field_70577_ar,currentFootSteps
field_70578_aq,footstepMaxAge
field_70579_a,timeSinceStart
field_70580_aq,maximumTime
field_70583_ar,theRenderEngine
field_70585_a,noteParticleScale
field_70586_a,lavaParticleScale
field_70587_a,smokeParticleScale
field_70588_a,snowDigParticleScale
field_70590_a,baseSpellTextureIndex
field_70593_as,maxAge
field_70594_ar,age
field_70696_bz,attackTarget
field_70699_by,navigator
field_70701_bs,moveForward
field_70702_br,moveStrafing
field_70703_bu,isJumping
field_70704_bt,randomYawVelocity
field_70705_bn,newRotationPitch
field_70708_bq,entityAge
field_70709_bj,newPosX
field_70710_bk,newPosY
field_70712_bm,newRotationYaw
field_70713_bf,activePotionsMap
field_70714_bg,tasks
field_70715_bh,targetTasks
field_70716_bi,newPosRotationIncrements
field_70717_bb,attackingPlayer
field_70718_bc,recentlyHit
field_70720_be,arrowHitTimer
field_70721_aZ,limbSwingAmount
field_70722_aY,prevLimbSwingAmount
field_70723_bA,senses
field_70725_aQ,deathTime
field_70726_aT,cameraPitch
field_70727_aS,prevCameraPitch
field_70728_aV,experienceValue
field_70729_aU,dead
field_70732_aI,prevSwingProgress
field_70733_aJ,swingProgress
field_70737_aN,hurtTime
field_70738_aO,maxHurtTime
field_70739_aP,attackedAtYaw
field_70741_aB,unused180
field_70744_aE,scoreValue
field_70746_aG,landMovementFactor
field_70747_aH,jumpMovementFactor
field_70749_g,lookHelper
field_70752_e,potionsNeedUpdate
field_70754_ba,limbSwing
field_70755_b,entityLivingToAttack
field_70756_c,revengeTimer
field_70757_a,livingSoundTime
field_70758_at,prevRotationYawHead
field_70759_as,rotationYawHead
field_70760_ar,prevRenderYawOffset
field_70761_aq,renderYawOffset
field_70762_j,bodyHelper
field_70763_ax,prevMovedDistance
field_70764_aw,movedDistance
field_70765_h,moveHelper
field_70767_i,jumpHelper
field_70768_au,prevOnGroundSpeedFactor
field_70769_ao,randomUnused2
field_70770_ap,randomUnused1
field_70771_an,maxHurtResistantTime
field_70772_bD,maximumHomeDistance
field_70773_bE,jumpTicks
field_70775_bC,homePosition
field_70811_b,squishFactor
field_70812_c,prevSquishFactor
field_70813_a,squishAmount
field_70827_d,carriableBlocks
field_70833_d,timeSinceIgnited
field_70834_e,lastActiveTime
field_70837_d,angerLevel
field_70838_e,randomSoundDelay
field_70847_d,heightOffset
field_70848_e,heightOffsetUpdateTime
field_70855_f,attackTimer
field_70856_g,holdRoseTick
field_70857_d,villageObj
field_70858_e,homeCheckTimer
field_70859_f,squidYaw
field_70860_g,prevSquidYaw
field_70861_d,squidPitch
field_70862_e,prevSquidPitch
field_70863_bz,randomMotionSpeed
field_70864_bA,rotationVelocity
field_70865_by,lastTentacleAngle
field_70866_j,tentacleAngle
field_70867_h,squidRotation
field_70868_i,prevSquidRotation
field_70869_bD,randomMotionVecY
field_70870_bE,randomMotionVecZ
field_70872_bC,randomMotionVecX
field_70881_d,inLove
field_70883_f,destPos
field_70886_e,wingRotation
field_70887_j,timeUntilNextEgg
field_70889_i,wingRotDelta
field_70899_e,sheepTimer
field_70911_d,aiSit
field_70914_e,aiTempt
field_70924_f,headRotationCourseOld
field_70925_g,isWet
field_70926_e,headRotationCourse
field_70927_j,prevTimeWolfIsShaking
field_70928_h,isShaking
field_70929_i,timeWolfIsShaking
field_70935_b,customer
field_70936_c,recipeList
field_70937_a,theMerchantInventory
field_70952_f,isMating
field_70953_g,isPlaying
field_70954_d,villageObj
field_70955_e,randomTickDivider
field_70956_bz,wealth
field_70959_by,needsInitilization
field_70961_j,timeUntilReset
field_70962_h,buyingPlayer
field_70963_i,buyingList
field_70976_f,ringBufferIndex
field_70977_g,dragonPartArray
field_70978_d,targetZ
field_70979_e,ringBuffer
field_70980_b,targetX
field_70981_c,targetY
field_70982_bz,dragonPartTail3
field_70983_bA,dragonPartWing1
field_70984_by,dragonPartTail2
field_70985_j,dragonPartTail1
field_70986_h,dragonPartHead
field_70987_i,dragonPartBody
field_70988_bD,animTime
field_70989_bE,forceNewTarget
field_70990_bB,dragonPartWing2
field_70991_bC,prevAnimTime
field_70992_bH,healingEnderCrystal
field_70993_bI,target
field_70994_bF,slowed
field_70995_bG,deathTicks
field_71067_cb,experienceTotal
field_71068_ca,experienceLevel
field_71069_bz,inventoryContainer
field_71070_bA,openContainer
field_71071_by,inventory
field_71072_f,itemInUseCount
field_71073_d,startMinecartRidingCoordinate
field_71074_e,itemInUse
field_71075_bZ,capabilities
field_71076_b,sleepTimer
field_71077_c,spawnChunk
field_71078_a,theInventoryEnderChest
field_71079_bU,renderOffsetX
field_71080_cy,prevTimeInPortal
field_71081_bT,playerLocation
field_71082_cx,renderOffsetY
field_71083_bS,sleeping
field_71085_bR,chasingPosZ
field_71086_bY,timeInPortal
field_71087_bX,inPortal
field_71088_bW,timeUntilPortal
field_71089_bV,renderOffsetZ
field_71090_bL,xpCooldown
field_71091_bM,prevChasingPosX
field_71093_bK,dimension
field_71094_bP,chasingPosX
field_71095_bQ,chasingPosY
field_71096_bN,prevChasingPosY
field_71097_bO,prevChasingPosZ
field_71100_bB,foodStats
field_71101_bC,flyToggleTimer
field_71102_ce,speedInAir
field_71104_cf,fishEntity
field_71106_cc,experience
field_71107_bF,prevCameraYaw
field_71108_cd,speedOnGround
field_71109_bG,cameraYaw
field_71129_f,loadedChunks
field_71130_g,destroyedItemsNetCache
field_71131_d,managedPosX
field_71132_e,managedPosZ
field_71133_b,mcServer
field_71134_c,theItemInWorldManager
field_71135_a,playerNetServerHandler
field_71136_j,playerConqueredTheEnd
field_71137_h,isChangingQuantityOnly
field_71138_i,ping
field_71139_cq,currentWindowId
field_71140_co,chatColours
field_71143_cn,chatVisibility
field_71144_ck,lastExperience
field_71146_ci,lastFoodLevel
field_71147_cj,wasHungry
field_71148_cg,translator
field_71149_ch,lastHealth
field_71154_f,renderArmYaw
field_71155_g,renderArmPitch
field_71156_d,sprintToggleTimer
field_71157_e,sprintingTicksLeft
field_71158_b,movementInput
field_71159_c,mc
field_71163_h,prevRenderArmYaw
field_71164_i,prevRenderArmPitch
field_71174_a,sendQueue
field_71180_f,otherPlayerMPYaw
field_71181_g,otherPlayerMPPitch
field_71182_d,otherPlayerMPY
field_71183_e,otherPlayerMPZ
field_71184_b,otherPlayerMPPosRotationIncrements
field_71185_c,otherPlayerMPX
field_71186_a,isItemInUse
field_71280_D,buildLimit
field_71284_A,pvpEnabled
field_71285_B,allowFlight
field_71286_C,motd
field_71287_L,worldName
field_71288_M,isDemo
field_71289_N,enableBonusChest
field_71290_O,worldIsBeingDeleted
field_71292_I,serverKeyPair
field_71293_J,serverOwner
field_71294_K,folderName
field_71295_T,startProfiling
field_71296_Q,serverIsRunning
field_71298_S,userMessage
field_71299_R,timeOfLastWarning
field_71302_d,currentTask
field_71303_e,percentDone
field_71304_b,theProfiler
field_71305_c,worldServers
field_71307_n,usageSnooper
field_71308_o,anvilFile
field_71309_l,mcServer
field_71310_m,anvilConverterForAnvilFile
field_71311_j,tickTimeArray
field_71312_k,timeOfLastDimensionTick
field_71315_w,tickCounter
field_71316_v,serverStopped
field_71317_u,serverRunning
field_71318_t,serverConfigManager
field_71319_s,serverPort
field_71320_r,hostname
field_71321_q,commandManager
field_71322_p,playersOnline
field_71323_z,canSpawnNPCs
field_71324_y,canSpawnAnimals
field_71325_x,onlineMode
field_71335_s,guiIsEnabled
field_71337_q,gameType
field_71338_p,canSpawnStructures
field_71339_n,theRConThreadMain
field_71340_o,settings
field_71341_l,pendingCommandList
field_71342_m,theRConThreadQuery
field_71345_q,lanServerPing
field_71346_p,isPublic
field_71348_o,isGamePaused
field_71349_l,mc
field_71350_m,theWorldSettings
field_71412_D,mcDataDir
field_71415_G,inGameHasFocus
field_71417_B,mouseHelper
field_71419_L,debugUpdateTime
field_71420_M,fpsCounter
field_71421_N,prevFrameTime
field_71422_O,currentServerData
field_71423_H,systemTime
field_71424_I,mcProfiler
field_71425_J,running
field_71426_K,debug
field_71427_U,usageSnooper
field_71428_T,timer
field_71429_W,leftClickCounter
field_71431_Q,fullscreen
field_71432_P,theMinecraft
field_71433_S,crashReporter
field_71434_R,hasCrashed
field_71435_Y,tempDisplayHeight
field_71436_X,tempDisplayWidth
field_71437_Z,theIntegratedServer
field_71438_f,renderGlobal
field_71439_g,thePlayer
field_71440_d,displayHeight
field_71441_e,theWorld
field_71442_b,playerController
field_71443_c,displayWidth
field_71444_a,memoryReserve
field_71445_n,isGamePaused
field_71446_o,renderEngine
field_71449_j,session
field_71452_i,effectRenderer
field_71453_ak,myNetworkManager
field_71454_w,skipRenderWorld
field_71455_al,integratedServerIsRunning
field_71456_v,ingameGUI
field_71457_ai,joinPlayerCounter
field_71458_u,guiAchievement
field_71459_aj,isDemo
field_71460_t,entityRenderer
field_71461_s,loadingScreen
field_71462_r,currentScreen
field_71464_q,standardGalacticFontRenderer
field_71465_an,debugProfilerName
field_71466_p,fontRendererObj
field_71467_ac,rightClickDelayTimer
field_71469_aa,saveLoader
field_71470_ab,debugFPS
field_71474_y,gameSettings
field_71475_ae,serverName
field_71476_x,objectMouseOver
field_71477_af,serverPort
field_71510_d,crashReportFile
field_71511_b,cause
field_71512_c,crashReportSections
field_71513_a,description
field_71533_a,theAdmin
field_71561_b,commandSet
field_71562_a,commandMap
field_71567_b,allowedCharactersArray
field_71576_a,theReportedExceptionCrashReport
field_72307_f,hitVec
field_72308_g,entityHit
field_72313_a,typeOfHit
field_72334_f,maxZ
field_72336_d,maxX
field_72337_e,maxY
field_72338_b,minY
field_72339_c,minZ
field_72340_a,minX
field_72400_f,mcServer
field_72401_g,bannedPlayers
field_72402_d,viewDistance
field_72403_e,dateFormat
field_72404_b,playerEntityList
field_72405_c,maxPlayers
field_72407_n,commandsAllowedForAll
field_72408_o,playerPingIndex
field_72409_l,whiteListEnforced
field_72410_m,gameType
field_72411_j,whiteListedPlayers
field_72412_k,playerNBTManagerObj
field_72413_h,bannedIPs
field_72414_i,ops
field_72416_e,hostPlayerData
field_72448_b,yCoord
field_72449_c,zCoord
field_72450_a,xCoord
field_72595_f,requestIdAsString
field_72596_d,requestId
field_72597_e,challengeValue
field_72598_b,timestamp
field_72599_c,randomChallenge
field_72614_f,serverSocketList
field_72616_e,socketList
field_72617_b,server
field_72618_c,rconThread
field_72619_a,running
field_72629_g,lastAuthCheckTime
field_72630_n,buffer
field_72631_o,incomingPacket
field_72632_l,worldName
field_72633_m,querySocket
field_72634_j,maxPlayers
field_72635_k,serverMotd
field_72636_h,queryPort
field_72637_i,serverPort
field_72638_v,lastQueryResponseTime
field_72639_u,output
field_72640_t,time
field_72641_s,queryClients
field_72642_r,serverHostname
field_72643_q,queryHostname
field_72647_g,rconPort
field_72648_l,clientThreads
field_72649_j,serverSocket
field_72650_k,rconPassword
field_72651_h,serverPort
field_72652_i,hostname
field_72657_g,loggedIn
field_72658_j,rconPassword
field_72659_h,clientSocket
field_72660_i,buffer
field_72666_a,hexDigits
field_72673_b,output
field_72674_a,byteArrayOutput
field_72696_f,xzDirectionsConst
field_72697_d,playerInstancesToUpdate
field_72698_e,playerViewRadius
field_72699_b,players
field_72700_c,playerInstances
field_72701_a,theWorldServer
field_72738_E,damagedBlocks
field_72739_F,renderDistanceChunks
field_72740_G,renderEntitiesStartupCounter
field_72748_H,countEntitiesTotal
field_72749_I,countEntitiesRendered
field_72750_J,countEntitiesHidden
field_72755_R,renderInfos
field_72769_h,theWorld
field_72770_i,renderEngine
field_72771_w,glSkyList
field_72772_v,starGLCallList
field_72773_u,cloudTickCounter
field_72777_q,mc
field_72781_x,glSkyList2
field_72782_b,theWorldServer
field_72783_a,mcServer
field_72792_d,maxTrackingDistanceThreshold
field_72793_b,trackedEntities
field_72794_c,trackedEntityHashTable
field_72795_a,theWorld
field_72814_d,hasExtendedLevels
field_72815_e,worldObj
field_72816_b,chunkZ
field_72817_c,chunkArray
field_72818_a,chunkX
field_72982_D,villageCollectionObj
field_72984_F,theProfiler
field_72985_G,spawnHostileMobs
field_72986_A,worldInfo
field_72987_B,findingSpawnPoint
field_72988_C,mapStorage
field_72990_M,ambientTickCountdown
field_72992_H,spawnPeacefulMobs
field_72993_I,activeChunkSet
field_72994_J,lightUpdateBlockList
field_72995_K,isRemote
field_72996_f,loadedEntityList
field_72997_g,unloadedEntityList
field_72999_e,scheduledUpdatesAreImmediate
field_73001_c,cloudColour
field_73003_n,prevRainingStrength
field_73004_o,rainingStrength
field_73005_l,updateLCG
field_73006_m,DIST_HASH_MAGIC
field_73007_j,weatherEffects
field_73008_k,skylightSubtracted
field_73010_i,playerEntities
field_73011_w,provider
field_73012_v,rand
field_73016_r,lastLightningBolt
field_73017_q,thunderingStrength
field_73018_p,prevThunderingStrength
field_73019_z,saveHandler
field_73020_y,chunkProvider
field_73021_x,worldAccesses
field_73032_d,entityList
field_73033_b,clientChunkProvider
field_73035_a,sendQueue
field_73036_L,entitySpawnQueue
field_73037_M,mc
field_73038_N,previousActiveChunkSet
field_73058_d,disableLevelSaving
field_73059_b,theChunkProviderServer
field_73061_a,mcServer
field_73062_L,theEntityTracker
field_73063_M,thePlayerManager
field_73064_N,pendingTickListEntriesHashSet
field_73065_O,pendingTickListEntriesTreeSet
field_73068_P,allPlayersSleeping
field_73069_S,bonusChestContent
field_73071_a,demoWorldSettings
field_73072_L,demoWorldSeed
field_73088_d,isDestroyingBlock
field_73089_e,initialDamage
field_73090_b,thisPlayerMP
field_73091_c,gameType
field_73092_a,theWorld
field_73093_n,initialBlockDamage
field_73094_o,durabilityRemainingOnBlock
field_73097_j,receivedFinishDiggingPacket
field_73100_i,curblockDamage
field_73103_d,demoTimeExpired
field_73112_e,partialBlockProgress
field_73115_a,miningPlayerEntId
field_73126_f,encodedPosZ
field_73127_g,encodedRotationYaw
field_73128_d,encodedPosX
field_73129_e,encodedPosY
field_73130_b,trackingDistanceThreshold
field_73131_c,updateFrequency
field_73132_a,trackedEntity
field_73133_n,playerEntitiesUpdated
field_73134_o,trackingPlayers
field_73135_l,motionZ
field_73136_m,updateCounter
field_73137_j,lastTrackedEntityMotionX
field_73138_k,lastTrackedEntityMotionY
field_73139_h,encodedRotationPitch
field_73140_i,lastHeadMotion
field_73141_v,ridingEntity
field_73142_u,ticksSinceLastForcedTeleport
field_73143_t,sendVelocityUpdates
field_73144_s,firstUpdateDone
field_73145_r,lastTrackedEntityPosZ
field_73146_q,lastTrackedEntityPosY
field_73147_p,lastTrackedEntityPosX
field_73161_b,random
field_73163_a,worldObj
field_73167_f,noiseData3
field_73168_g,noiseData4
field_73169_d,noiseData1
field_73170_e,noiseData2
field_73171_b,netherNoiseGen7
field_73172_c,genNetherBridge
field_73173_a,netherNoiseGen6
field_73174_n,netherrackExculsivityNoiseGen
field_73175_o,worldObj
field_73176_l,netherNoiseGen3
field_73177_m,slowsandGravelNoiseGen
field_73178_j,netherNoiseGen1
field_73179_k,netherNoiseGen2
field_73180_h,noiseData5
field_73181_i,hellRNG
field_73182_t,netherCaveGenerator
field_73183_s,netherrackExclusivityNoise
field_73184_r,gravelNoise
field_73185_q,slowsandNoise
field_73186_p,noiseField
field_73190_f,noiseData4
field_73191_g,noiseData5
field_73192_d,noiseData2
field_73193_e,noiseData3
field_73194_b,noiseGen5
field_73195_c,noiseData1
field_73196_a,noiseGen4
field_73197_n,densities
field_73198_o,biomesForGeneration
field_73199_l,noiseGen3
field_73200_m,endWorld
field_73201_j,noiseGen1
field_73202_k,noiseGen2
field_73204_i,endRNG
field_73212_b,noiseGen6
field_73213_c,mobSpawnerNoise
field_73214_a,noiseGen5
field_73220_k,rand
field_73223_w,mineshaftGenerator
field_73224_v,villageGenerator
field_73225_u,strongholdGenerator
field_73226_t,caveGenerator
field_73227_s,stoneNoise
field_73229_q,mapFeaturesEnabled
field_73230_p,worldObj
field_73231_z,biomesForGeneration
field_73232_y,ravineGenerator
field_73233_x,scatteredFeatureGenerator
field_73235_d,worldObj
field_73236_b,chunkMapping
field_73237_c,chunkListing
field_73238_a,blankChunk
field_73244_f,id2ChunkMap
field_73245_g,loadedChunks
field_73246_d,serverChunkGenerator
field_73247_e,chunkLoader
field_73248_b,droppedChunksSet
field_73249_c,dummyChunk
field_73250_a,chunkLoadOverride
field_73251_h,worldObj
field_73260_f,flagsYAreasToUpdate
field_73262_e,numBlocksToUpdate
field_73263_b,playersWatchingChunk
field_73264_c,chunkCoords
field_73672_b,serverProperties
field_73673_c,serverPropertiesFile
field_73692_f,banEndDate
field_73693_g,reason
field_73694_d,banStartDate
field_73695_e,bannedBy
field_73698_a,dateFormat
field_73701_b,sender
field_73702_a,command
field_73723_d,systemTime
field_73724_e,loadingSuccess
field_73725_b,mc
field_73726_c,currentlyDisplayedText
field_73727_a,message
field_73735_i,zLevel
field_73837_f,updateCounter
field_73838_g,recordPlaying
field_73839_d,mc
field_73840_e,persistantChatGUI
field_73841_b,itemRenderer
field_73842_c,rand
field_73843_a,prevVignetteBrightness
field_73844_j,recordIsPlaying
field_73845_h,recordPlayingUpFor
field_73973_d,buttonResetDemo
field_73974_b,updateCounter
field_73975_c,splashText
field_73977_n,viewportTexture
field_73978_o,titlePanoramaPaths
field_73979_m,panoramaTimer
field_74276_f,lastHRTime
field_74277_g,lastSyncSysClock
field_74278_d,timerSpeed
field_74279_e,elapsedPartialTicks
field_74280_b,elapsedTicks
field_74281_c,renderPartialTicks
field_74282_a,ticksPerSecond
field_74283_j,timeSyncAdjustment
field_74284_h,lastSyncHRClock
field_74285_i,counter
field_74286_b,username
field_74293_b,pixelBuffer
field_74294_c,pixelValues
field_74295_a,dateFormat
field_74310_D,keyBindChat
field_74311_E,keyBindSneak
field_74312_F,keyBindAttack
field_74313_G,keyBindUseItem
field_74314_A,keyBindJump
field_74316_C,keyBindDrop
field_74317_L,mc
field_74318_M,difficulty
field_74319_N,hideGUI
field_74320_O,thirdPersonView
field_74321_H,keyBindPlayerList
field_74322_I,keyBindPickBlock
field_74323_J,keyBindCommand
field_74324_K,keyBindings
field_74325_U,debugCamEnable
field_74326_T,smoothCamera
field_74329_Q,showDebugProfilerChart
field_74330_P,showDebugInfo
field_74332_R,lastServer
field_74333_Y,gammaSetting
field_74334_X,fovSetting
field_74335_Z,guiScale
field_74336_f,viewBobbing
field_74337_g,anaglyph
field_74338_d,invertMouse
field_74341_c,mouseSensitivity
field_74343_n,chatVisibility
field_74344_o,chatColours
field_74345_l,clouds
field_74347_j,fancyGraphics
field_74348_k,ambientOcclusion
field_74350_i,limitFramerate
field_74351_w,keyBindForward
field_74352_v,enableVsync
field_74353_u,fullScreen
field_74354_ai,optionsFile
field_74355_t,snooperEnabled
field_74357_r,chatOpacity
field_74358_q,chatLinksPrompt
field_74359_p,chatLinks
field_74362_aa,particleSetting
field_74363_ab,language
field_74364_ag,PARTICLES
field_74366_z,keyBindRight
field_74367_ae,GUISCALES
field_74368_y,keyBindBack
field_74370_x,keyBindLeft
field_74375_b,deltaY
field_74377_a,deltaX
field_74385_A,enumFloat
field_74386_B,enumBoolean
field_74387_C,enumString
field_74512_d,keyCode
field_74513_e,pressed
field_74514_b,hash
field_74515_c,keyDescription
field_74516_a,keybindArray
field_74522_a,colorBuffer
field_74541_b,lineString
field_74542_c,chatLineID
field_74543_a,updateCounterCreated
field_74586_f,rotationZ
field_74587_g,rotationYZ
field_74588_d,rotationX
field_74589_e,rotationXZ
field_74596_h,rotationXY
field_74746_b,tagType
field_74747_a,tagList
field_74748_a,data
field_74749_a,intArray
field_74750_a,data
field_74751_a,data
field_74752_a,data
field_74753_a,data
field_74754_a,data
field_74755_a,data
field_74756_a,data
field_74784_a,tagMap
field_74816_c,languageList
field_74817_a,instance
field_74839_a,localizedName
field_74845_a,errorObjects
field_74885_f,coordBaseMode
field_74886_g,componentType
field_74887_e,boundingBox
field_74896_a,villagersSpawned
field_74909_b,isTallHouse
field_74910_c,tablePosition
field_74913_b,isRoofAccessible
field_74917_c,hasMadeChest
field_74918_a,villageBlacksmithChestContents
field_74926_d,structVillagePieceWeight
field_74927_b,inDesert
field_74928_c,terrainType
field_74929_a,worldChunkMngr
field_74931_h,structureVillageWeightedPieceList
field_74934_a,length
field_74937_b,scatteredFeatureSizeY
field_74938_c,scatteredFeatureSizeZ
field_74939_a,scatteredFeatureSizeX
field_74940_h,hasPlacedChest
field_74941_i,itemsToGenerateInTemple
field_74942_n,junglePyramidsRandomScatteredStones
field_74945_j,placedTrap1
field_74946_k,placedTrap2
field_74947_h,placedMainChest
field_74948_i,placedHiddenChest
field_74949_a,roomsLinkedToTheRoom
field_74952_b,isMultipleFloors
field_74953_a,corridorDirection
field_74955_d,sectionCount
field_74956_b,hasSpiders
field_74957_c,spawnerPlaced
field_74958_a,hasRails
field_74968_b,primaryWeights
field_74969_c,secondaryWeights
field_74970_a,theNetherBridgePieceWeight
field_74972_a,fillSeed
field_74976_a,hasSpawner
field_75002_c,hasMadeChest
field_75003_a,strongholdChestContents
field_75005_a,hasSpawner
field_75007_b,strongholdLibraryChestContents
field_75008_c,isLargeRoom
field_75013_b,roomType
field_75014_c,strongholdRoomCrossingChestContents
field_75019_b,expandsX
field_75020_c,expandsZ
field_75025_b,strongholdPortalRoom
field_75027_a,strongholdPieceWeight
field_75038_b,rand
field_75039_c,worldObj
field_75040_a,range
field_75053_d,structureMap
field_75054_f,terrainType
field_75055_e,villageSpawnBiomes
field_75056_f,ranBiomeCheck
field_75057_g,structureCoords
field_75060_e,spawnList
field_75061_e,biomelist
field_75074_b,boundingBox
field_75075_a,components
field_75076_c,hasMoreThanTwoComponents
field_75087_d,villagePiecesLimit
field_75088_b,villagePieceWeight
field_75089_c,villagePiecesSpawned
field_75090_a,villagePieceClass
field_75096_f,flySpeed
field_75097_g,walkSpeed
field_75098_d,isCreativeMode
field_75099_e,allowEdit
field_75100_b,isFlying
field_75101_c,allowFlying
field_75102_a,disableDamage
field_75123_d,foodTimer
field_75124_e,prevFoodLevel
field_75125_b,foodSaturationLevel
field_75126_c,foodExhaustionLevel
field_75127_a,foodLevel
field_75148_f,playerList
field_75149_d,crafters
field_75150_e,transactionID
field_75151_b,inventorySlots
field_75152_c,windowId
field_75153_a,inventoryItemStacks
field_75154_f,numRows
field_75155_e,lowerChestInventory
field_75158_e,tileFurnace
field_75160_f,craftResult
field_75161_g,worldObj
field_75162_e,craftMatrix
field_75167_g,enchantLevels
field_75168_e,tableInventory
field_75169_l,rand
field_75172_h,worldPointer
field_75176_f,merchantInventory
field_75177_g,theWorld
field_75178_e,theMerchant
field_75179_f,craftResult
field_75180_g,isLocalWorld
field_75181_e,craftMatrix
field_75186_f,theSlot
field_75187_g,brewTime
field_75188_e,tileBrewingStand
field_75191_d,instancesLimit
field_75192_b,pieceWeight
field_75193_c,instancesSpawned
field_75194_a,pieceClass
field_75203_d,strongComponentType
field_75204_e,strongholdStones
field_75205_b,pieceWeightArray
field_75206_c,structurePieceList
field_75207_a,totalWeight
